cole_depto_ubicacion,cole_mcpio_ubicacion,estu_depto_presentacion,estu_depto_reside,fami_tienecomputador,fami_tieneinternet,punt_matematicas,punt_lectura_critica,punt_ingles,punt_c_naturales,punt_sociales_ciudadanas,punt_global,grupo_tec
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,67.0,57.0,59.0,71.0,64.0,322.0,Sin acceso
SANTANDER,PUENTE NACIONAL,SANTANDER,SANTANDER,No,No,41.0,36.0,46.0,44.0,43.0,207.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,51.0,55.0,45.0,49.0,46.0,249.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,81.0,72.0,71.0,81.0,66.0,374.0,Computador + internet
SANTANDER,LA PAZ,SANTANDER,SANTANDER,No,No,66.0,62.0,56.0,63.0,50.0,299.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,46.0,47.0,51.0,53.0,47.0,242.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,Si,47.0,58.0,45.0,49.0,55.0,258.0,Solo internet
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,No,No,66.0,61.0,48.0,60.0,67.0,312.0,Sin acceso
SANTANDER,EL PENON,SANTANDER,SANTANDER,No,No,41.0,44.0,33.0,45.0,35.0,203.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,96.0,67.0,71.0,77.0,61.0,375.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,54.0,38.0,49.0,54.0,46.0,240.0,Solo internet
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,No,No,32.0,31.0,40.0,44.0,37.0,181.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,44.0,67.0,54.0,65.0,58.0,291.0,Computador + internet
SANTANDER,SANTA BARBARA,SANTANDER,SANTANDER,Si,No,53.0,45.0,47.0,47.0,28.0,218.0,Solo computador
SANTANDER,SANTA BARBARA,SANTANDER,SANTANDER,Si,No,53.0,45.0,47.0,47.0,28.0,218.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,58.0,55.0,41.0,50.0,53.0,264.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,44.0,48.0,40.0,50.0,37.0,222.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,44.0,48.0,40.0,50.0,37.0,222.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,36.0,35.0,45.0,43.0,30.0,183.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,62.0,65.0,67.0,56.0,55.0,300.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,62.0,65.0,67.0,56.0,55.0,300.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,96.0,60.0,62.0,80.0,68.0,375.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,52.0,53.0,47.0,43.0,51.0,248.0,Solo internet
SANTANDER,OCAMONTE,SANTANDER,SANTANDER,No,No,46.0,55.0,51.0,41.0,37.0,226.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,48.0,58.0,60.0,54.0,57.0,273.0,Computador + internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,Si,Si,58.0,59.0,35.0,54.0,63.0,283.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,38.0,38.0,40.0,38.0,38.0,191.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,No,40.0,57.0,49.0,48.0,50.0,244.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,63.0,46.0,40.0,46.0,48.0,250.0,Solo internet
SANTANDER,CONFINES,SANTANDER,SANTANDER,Si,No,48.0,58.0,63.0,60.0,54.0,278.0,Solo computador
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,47.0,58.0,47.0,53.0,50.0,258.0,Computador + internet
SANTANDER,SOCORRO,SANTANDER,SANTANDER,Si,Si,72.0,71.0,79.0,69.0,61.0,345.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,77.0,66.0,64.0,71.0,65.0,347.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,Si,57.0,63.0,43.0,57.0,58.0,288.0,Solo internet
SANTANDER,EL PLAYON,SANTANDER,SANTANDER,No,Si,81.0,75.0,68.0,73.0,68.0,369.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,42.0,63.0,50.0,58.0,65.0,282.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,45.0,54.0,59.0,44.0,41.0,235.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,62.0,47.0,47.0,49.0,43.0,250.0,Solo internet
SANTANDER,MATANZA,SANTANDER,SANTANDER,Si,Si,45.0,50.0,51.0,48.0,53.0,246.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,100.0,70.0,81.0,79.0,74.0,404.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,56.0,65.0,57.0,51.0,54.0,283.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,49.0,57.0,53.0,56.0,53.0,268.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,77.0,73.0,70.0,66.0,68.0,355.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,74.0,64.0,62.0,68.0,67.0,339.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,42.0,45.0,54.0,44.0,46.0,225.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,51.0,58.0,59.0,63.0,55.0,285.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,Si,43.0,40.0,41.0,38.0,39.0,200.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,54.0,44.0,49.0,50.0,38.0,233.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,60.0,58.0,59.0,55.0,52.0,282.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,52.0,58.0,57.0,47.0,38.0,247.0,Computador + internet
SANTANDER,BARICHARA,SANTANDER,SANTANDER,No,No,46.0,47.0,56.0,42.0,45.0,229.0,Sin acceso
SANTANDER,COROMORO,SANTANDER,SANTANDER,Si,Si,51.0,52.0,49.0,48.0,37.0,236.0,Computador + internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,Si,Si,54.0,43.0,53.0,47.0,34.0,226.0,Computador + internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,No,Si,71.0,65.0,76.0,67.0,60.0,333.0,Solo internet
SANTANDER,MALAGA,SANTANDER,SANTANDER,Si,Si,62.0,63.0,57.0,51.0,37.0,268.0,Computador + internet
SANTANDER,BARBOSA,SANTANDER,SANTANDER,Si,No,57.0,57.0,54.0,55.0,46.0,269.0,Solo computador
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,49.0,59.0,60.0,38.0,30.0,226.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,Si,42.0,49.0,38.0,49.0,31.0,212.0,Solo internet
SANTANDER,COROMORO,SANTANDER,SANTANDER,No,Si,59.0,55.0,52.0,52.0,48.0,267.0,Solo internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,No,27.0,42.0,40.0,35.0,37.0,178.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,56.0,66.0,51.0,56.0,60.0,294.0,Computador + internet
SANTANDER,ARATOCA,SANTANDER,SANTANDER,No,No,41.0,39.0,32.0,37.0,29.0,181.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,71.0,69.0,52.0,65.0,64.0,330.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,58.0,67.0,57.0,57.0,59.0,300.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,45.0,58.0,49.0,48.0,47.0,247.0,Computador + internet
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,Si,Si,57.0,48.0,50.0,43.0,36.0,232.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,No,63.0,66.0,59.0,60.0,63.0,313.0,Solo computador
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,60.0,48.0,51.0,61.0,51.0,273.0,Computador + internet
SANTANDER,VELEZ,SANTANDER,SANTANDER,No,No,49.0,48.0,43.0,50.0,46.0,239.0,Sin acceso
SANTANDER,GUEPSA,SANTANDER,SANTANDER,Si,Si,49.0,55.0,51.0,52.0,59.0,268.0,Computador + internet
SANTANDER,MALAGA,SANTANDER,SANTANDER,Si,Si,55.0,56.0,49.0,58.0,63.0,287.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,52.0,53.0,52.0,53.0,51.0,261.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,51.0,62.0,72.0,50.0,61.0,286.0,Computador + internet
SANTANDER,RIONEGRO,CESAR,SANTANDER,No,No,63.0,54.0,44.0,55.0,56.0,280.0,Sin acceso
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,Si,Si,54.0,54.0,52.0,50.0,49.0,259.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,56.0,60.0,52.0,58.0,63.0,293.0,Computador + internet
SANTANDER,PUENTE NACIONAL,SANTANDER,SANTANDER,No,Si,67.0,63.0,54.0,51.0,55.0,293.0,Solo internet
SANTANDER,SABANA DE TORRES,SANTANDER,SANTANDER,No,No,56.0,60.0,35.0,45.0,46.0,252.0,Sin acceso
SANTANDER,BARBOSA,SANTANDER,SANTANDER,No,No,53.0,58.0,59.0,50.0,55.0,272.0,Sin acceso
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,No,No,45.0,57.0,51.0,52.0,45.0,249.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,62.0,58.0,56.0,64.0,59.0,302.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,52.0,64.0,59.0,46.0,36.0,251.0,Computador + internet
SANTANDER,VILLANUEVA,SANTANDER,SANTANDER,Si,Si,63.0,58.0,57.0,63.0,61.0,305.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,65.0,65.0,62.0,57.0,57.0,305.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,57.0,59.0,39.0,55.0,55.0,276.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,43.0,45.0,33.0,40.0,37.0,203.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,41.0,53.0,52.0,36.0,54.0,232.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,57.0,56.0,51.0,39.0,28.0,227.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,36.0,53.0,32.0,40.0,40.0,207.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,56.0,56.0,55.0,53.0,55.0,275.0,Solo internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,No,52.0,57.0,53.0,57.0,51.0,271.0,Solo computador
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,51.0,53.0,56.0,58.0,50.0,266.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,32.0,52.0,44.0,42.0,40.0,208.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,15.0,52.0,53.0,43.0,46.0,200.0,Solo internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,62.0,72.0,60.0,55.0,63.0,314.0,Computador + internet
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,No,Si,54.0,45.0,43.0,41.0,41.0,225.0,Solo internet
SANTANDER,GUADALUPE,SANTANDER,SANTANDER,No,Si,63.0,55.0,54.0,58.0,59.0,292.0,Solo internet
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,No,Si,68.0,64.0,57.0,58.0,50.0,299.0,Solo internet
SANTANDER,VILLANUEVA,SANTANDER,SANTANDER,No,Si,62.0,65.0,55.0,61.0,39.0,283.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,52.0,53.0,38.0,52.0,56.0,260.0,Computador + internet
SANTANDER,CHARALA,SANTANDER,SANTANDER,No,Si,64.0,71.0,44.0,63.0,72.0,328.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,49.0,50.0,60.0,51.0,53.0,257.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,62.0,65.0,74.0,63.0,55.0,311.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,65.0,73.0,60.0,64.0,62.0,328.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,48.0,51.0,51.0,43.0,39.0,228.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,60.0,57.0,67.0,62.0,63.0,305.0,Computador + internet
SANTANDER,RIONEGRO,SANTANDER,SANTANDER,Si,Si,43.0,38.0,43.0,41.0,38.0,201.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,60.0,62.0,48.0,62.0,58.0,298.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,65.0,49.0,54.0,55.0,30.0,250.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,50.0,48.0,48.0,54.0,60.0,263.0,Sin acceso
SANTANDER,CAPITANEJO,SANTANDER,SANTANDER,No,No,51.0,41.0,46.0,35.0,34.0,203.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,39.0,50.0,59.0,47.0,50.0,237.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,63.0,66.0,58.0,64.0,56.0,310.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,65.0,61.0,46.0,53.0,49.0,281.0,Computador + internet
SANTANDER,SABANA DE TORRES,SANTANDER,SANTANDER,No,Si,29.0,37.0,48.0,48.0,44.0,201.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,45.0,53.0,56.0,45.0,42.0,235.0,Computador + internet
SANTANDER,PUENTE NACIONAL,SANTANDER,SANTANDER,No,Si,67.0,60.0,56.0,58.0,61.0,305.0,Solo internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,44.0,45.0,38.0,45.0,39.0,214.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,52.0,57.0,53.0,61.0,59.0,285.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,69.0,75.0,64.0,70.0,66.0,348.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,32.0,31.0,37.0,36.0,35.0,169.0,Computador + internet
SANTANDER,SANTA BARBARA,SANTANDER,SANTANDER,No,Si,60.0,63.0,45.0,49.0,46.0,269.0,Solo internet
SANTANDER,CURITI,SANTANDER,SANTANDER,Si,Si,41.0,40.0,39.0,36.0,28.0,182.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,71.0,72.0,74.0,70.0,78.0,364.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,74.0,63.0,75.0,67.0,64.0,338.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,65.0,64.0,63.0,60.0,58.0,309.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,Si,54.0,53.0,55.0,47.0,50.0,257.0,Solo internet
SANTANDER,CURITI,SANTANDER,SANTANDER,Si,Si,50.0,31.0,46.0,49.0,36.0,209.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,59.0,45.0,61.0,46.0,40.0,243.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,66.0,64.0,71.0,62.0,73.0,333.0,Computador + internet
SANTANDER,BARBOSA,SANTANDER,SANTANDER,Si,Si,48.0,53.0,40.0,53.0,37.0,236.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,60.0,46.0,49.0,50.0,49.0,255.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,45.0,50.0,58.0,46.0,45.0,237.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,72.0,77.0,79.0,73.0,73.0,371.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,61.0,50.0,52.0,45.0,41.0,247.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,70.0,67.0,83.0,65.0,70.0,346.0,Computador + internet
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,No,Si,40.0,49.0,46.0,39.0,23.0,192.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,100.0,74.0,80.0,72.0,75.0,401.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,Si,52.0,63.0,38.0,55.0,65.0,286.0,Solo internet
SANTANDER,CURITI,SANTANDER,SANTANDER,Si,No,51.0,50.0,37.0,42.0,32.0,216.0,Solo computador
SANTANDER,VELEZ,SANTANDER,SANTANDER,No,No,56.0,69.0,54.0,63.0,61.0,308.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,70.0,66.0,63.0,66.0,69.0,337.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,43.0,49.0,36.0,45.0,51.0,231.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,64.0,58.0,52.0,64.0,55.0,298.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,59.0,65.0,55.0,56.0,64.0,303.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,71.0,71.0,65.0,58.0,66.0,332.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,75.0,73.0,79.0,63.0,68.0,352.0,Computador + internet
SANTANDER,RIONEGRO,CESAR,SANTANDER,No,No,31.0,45.0,55.0,45.0,47.0,215.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,54.0,54.0,50.0,49.0,43.0,250.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,59.0,56.0,52.0,41.0,47.0,254.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,52.0,48.0,50.0,40.0,45.0,233.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,70.0,40.0,59.0,69.0,60.0,298.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,43.0,52.0,37.0,41.0,31.0,207.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,60.0,70.0,53.0,62.0,68.0,320.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,58.0,61.0,57.0,61.0,60.0,299.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,43.0,49.0,37.0,44.0,27.0,202.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,61.0,52.0,48.0,54.0,54.0,273.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,29.0,35.0,33.0,32.0,27.0,155.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,68.0,71.0,82.0,42.0,66.0,317.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,27.0,47.0,44.0,35.0,43.0,192.0,Computador + internet
SANTANDER,CONTRATACION,SANTANDER,SANTANDER,Si,Si,50.0,52.0,40.0,49.0,46.0,243.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,48.0,51.0,50.0,50.0,47.0,245.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,Si,43.0,39.0,51.0,36.0,34.0,195.0,Solo internet
SANTANDER,OIBA,SANTANDER,SANTANDER,Si,Si,70.0,56.0,63.0,66.0,59.0,314.0,Computador + internet
SANTANDER,CHARALA,SANTANDER,SANTANDER,No,No,56.0,41.0,50.0,53.0,48.0,248.0,Sin acceso
SANTANDER,SAN ANDRES,SANTANDER,SANTANDER,Si,Si,39.0,39.0,32.0,40.0,35.0,189.0,Computador + internet
SANTANDER,JESUS MARIA,SANTANDER,SANTANDER,No,Si,47.0,52.0,36.0,34.0,39.0,212.0,Solo internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,43.0,39.0,48.0,44.0,33.0,202.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,61.0,57.0,57.0,62.0,55.0,293.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,54.0,48.0,38.0,39.0,43.0,227.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,59.0,66.0,55.0,60.0,52.0,295.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,64.0,57.0,68.0,64.0,39.0,285.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,73.0,66.0,67.0,74.0,70.0,352.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,66.0,60.0,59.0,58.0,56.0,300.0,Solo internet
SANTANDER,ZAPATOCA,SANTANDER,SANTANDER,No,Si,45.0,47.0,36.0,49.0,39.0,222.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,51.0,65.0,49.0,54.0,52.0,275.0,Computador + internet
SANTANDER,EL PLAYON,SANTANDER,SANTANDER,No,No,53.0,51.0,48.0,50.0,41.0,243.0,Sin acceso
SANTANDER,CIMITARRA,ANTIOQUIA,SANTANDER,No,No,58.0,66.0,58.0,67.0,72.0,326.0,Sin acceso
SANTANDER,CHIPATA,SANTANDER,SANTANDER,No,No,39.0,49.0,36.0,35.0,41.0,203.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,59.0,49.0,72.0,54.0,50.0,272.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,52.0,44.0,37.0,41.0,41.0,220.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,49.0,57.0,49.0,52.0,49.0,258.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,52.0,57.0,48.0,49.0,54.0,263.0,Sin acceso
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,29.0,40.0,36.0,42.0,41.0,189.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,65.0,58.0,54.0,59.0,61.0,301.0,Computador + internet
SANTANDER,LA PAZ,SANTANDER,SANTANDER,No,No,51.0,53.0,52.0,43.0,39.0,235.0,Sin acceso
SANTANDER,ALBANIA,BOYACA,SANTANDER,No,No,63.0,53.0,43.0,51.0,56.0,274.0,Sin acceso
SANTANDER,CERRITO,SANTANDER,SANTANDER,No,Si,69.0,71.0,54.0,68.0,67.0,338.0,Solo internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,No,51.0,52.0,36.0,40.0,60.0,248.0,Solo computador
SANTANDER,BARBOSA,SANTANDER,SANTANDER,No,No,57.0,57.0,56.0,60.0,45.0,274.0,Sin acceso
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,Si,Si,66.0,73.0,55.0,67.0,64.0,333.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,67.0,62.0,65.0,64.0,60.0,317.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,29.0,59.0,43.0,39.0,33.0,201.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,56.0,60.0,49.0,60.0,50.0,280.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,53.0,45.0,46.0,42.0,46.0,232.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,52.0,47.0,47.0,54.0,50.0,252.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,Si,77.0,65.0,70.0,66.0,63.0,340.0,Solo internet
SANTANDER,CHARALA,SANTANDER,SANTANDER,Si,Si,55.0,58.0,48.0,49.0,47.0,260.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,67.0,66.0,72.0,62.0,43.0,302.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,55.0,67.0,67.0,60.0,60.0,305.0,Computador + internet
SANTANDER,BOLIVAR,SANTANDER,SANTANDER,No,No,50.0,48.0,56.0,40.0,43.0,230.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,Si,44.0,53.0,38.0,43.0,37.0,219.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,56.0,59.0,45.0,50.0,49.0,264.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,56.0,62.0,70.0,52.0,58.0,290.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,Si,58.0,60.0,52.0,55.0,57.0,285.0,Solo internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,44.0,59.0,37.0,55.0,50.0,254.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,Si,55.0,40.0,49.0,51.0,37.0,230.0,Solo internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,54.0,52.0,64.0,60.0,58.0,283.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,39.0,57.0,50.0,38.0,42.0,222.0,Computador + internet
